320
160
160
0 2 5 0 13 0 0 3 16 4 0 4 0 18 0 0 14 1 15 0 13 0 12 0 18 13 0 0 0 20 0 2 0 0 0 0 0 0 0 14 16 1 16 0 0 0 16 20 0 0 9 0 12 2 1 0 0 18 5 0 0 0 0 0 0 3 0 0 0 1 0 0 10 0 0 0 13 0 0 0 0 20 0 0 0 0 0 15 2 5 6 6 0 18 0 0 0 0 11 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 9 1 0 0 0 0 14 0 18 14 14 0 0 14 11 0 0 0 12 0 0 3 0 6 19 0 -1 0 0 16 12 0 10 11 0 0 0 0 0 -1 0 3 0 0 
0 0 0 0 0 16 0 0 11 16 0 0 0 0 0 14 0 -1 0 0 0 1 7 3 0 0 0 0 0 0 0 0 3 0 0 8 20 0 13 13 16 12 13 6 10 0 0 8 15 10 0 7 13 15 5 0 2 0 3 0 10 0 0 0 7 2 0 0 0 0 13 14 0 15 20 16 0 0 2 2 0 0 0 0 15 0 18 6 8 -1 17 15 0 0 0 0 17 5 5 18 0 0 0 11 0 0 0 0 0 2 9 5 0 0 14 0 0 0 18 0 0 3 20 17 12 7 0 0 0 12 18 0 12 0 0 17 3 0 0 8 0 0 0 0 -1 8 0 0 0 0 16 0 0 18 6 4 -1 0 8 6 
0 16 0 0 0 18 0 0 19 11 0 17 0 0 0 10 5 0 6 0 6 0 4 0 8 2 17 2 0 0 0 4 2 9 15 18 11 0 3 6 17 0 0 9 0 0 0 0 8 1 -1 0 15 0 0 0 8 0 -1 16 20 7 0 0 13 0 11 0 0 -1 9 0 0 0 0 0 16 0 15 18 0 20 7 0 0 0 14 7 1 10 0 20 0 0 0 0 0 0 0 0 0 0 5 3 5 -1 12 7 0 0 0 0 6 0 0 0 0 18 19 0 0 0 0 13 20 14 6 7 0 0 0 5 0 0 0 2 15 11 4 0 0 4 17 12 0 10 0 1 16 16 11 0 0 0 0 3 14 0 0 15 
0 0 0 4 8 0 16 6 18 4 13 0 -1 2 0 0 15 7 6 0 14 0 0 1 16 14 0 0 1 19 0 0 0 0 4 0 0 16 11 6 20 9 5 -1 1 0 0 0 0 16 4 0 3 11 0 8 0 0 1 0 16 0 0 2 17 0 0 1 0 19 0 19 0 0 0 0 0 0 17 0 0 0 16 0 15 8 6 15 15 16 7 0 10 0 0 14 11 20 6 0 0 13 0 14 0 12 0 0 16 0 0 0 0 15 0 20 14 0 9 17 0 0 0 0 0 1 0 17 13 0 6 0 0 0 5 0 0 1 20 0 0 0 0 0 0 0 0 0 0 0 0 15 0 3 0 1 13 0 2 0 
0 8 0 0 0 10 10 6 13 16 0 0 17 0 0 4 0 8 0 2 18 15 0 2 5 16 0 9 15 15 13 15 13 0 6 0 0 0 0 0 19 12 19 10 0 0 9 13 0 0 0 6 0 0 12 0 5 0 18 0 7 3 15 0 12 8 0 0 20 0 9 9 2 17 10 0 0 0 14 0 0 9 8 0 1 14 4 0 13 0 8 12 0 0 0 0 0 0 8 13 0 0 0 19 6 13 3 0 16 0 0 9 0 0 7 0 9 0 0 0 10 -1 0 0 15 17 0 0 19 0 13 0 0 0 10 6 0 18 0 4 10 0 0 0 18 18 -1 0 17 6 0 0 0 0 -1 0 0 1 0 1 
0 0 0 0 19 13 -1 0 8 1 7 0 0 0 6 0 0 0 1 5 0 10 6 0 14 11 0 0 7 0 0 0 17 5 14 8 6 20 1 0 1 8 13 -1 0 12 0 0 0 0 10 18 0 0 0 0 19 0 0 0 0 5 0 14 10 0 0 11 0 0 0 0 0 11 0 10 14 0 0 0 0 3 12 6 17 15 5 2 16 0 11 0 5 5 13 14 14 9 0 6 0 10 0 0 0 0 6 16 0 2 4 0 6 0 0 14 0 0 20 -1 11 16 0 6 0 5 0 0 11 18 0 0 0 15 1 2 0 0 -1 0 0 3 0 0 0 0 2 14 0 14 0 0 11 -1 0 0 0 0 0 12 
-1 0 0 0 0 20 0 0 3 0 0 7 14 -1 0 1 12 0 0 10 14 0 0 20 0 0 0 0 0 3 0 0 14 5 10 0 0 14 8 0 18 0 0 13 0 18 5 0 0 17 0 0 15 10 11 0 0 19 0 0 11 0 0 11 13 18 15 0 19 13 4 0 0 0 -1 6 8 2 12 10 0 17 0 16 0 6 0 0 16 19 9 0 0 -1 0 0 5 0 18 0 0 13 0 0 1 16 0 0 15 0 19 0 5 0 0 14 0 8 1 13 19 0 7 0 17 6 12 0 17 0 0 0 6 0 0 12 3 7 0 8 20 0 0 0 0 17 0 0 0 0 18 2 20 0 17 6 0 10 0 0 
2 16 14 5 0 0 6 10 12 0 9 0 16 0 0 17 5 0 0 0 13 7 10 0 0 15 0 0 0 3 0 0 19 9 5 3 20 1 0 0 0 5 1 0 5 5 0 0 4 14 10 0 8 7 2 3 0 18 10 0 0 0 0 2 11 0 18 0 0 16 0 0 0 0 0 17 0 0 0 0 0 7 0 3 0 17 20 0 0 4 0 0 0 0 0 0 0 16 0 0 0 0 16 0 0 5 0 0 -1 0 9 16 0 19 0 0 0 0 20 2 18 0 0 0 0 0 0 0 10 0 0 0 0 0 15 13 0 17 14 16 0 0 15 0 0 18 -1 0 -1 0 10 2 0 0 12 0 16 0 19 15 
0 18 0 0 0 0 -1 4 0 0 7 14 19 20 2 5 6 7 0 -1 0 18 0 4 0 0 0 0 9 15 14 6 0 15 0 0 0 0 9 0 0 14 5 20 0 5 0 0 8 0 8 0 14 0 19 12 0 16 2 3 14 18 20 0 0 0 0 0 0 3 0 4 16 0 0 2 0 19 0 -1 19 2 0 8 17 17 0 0 0 0 0 0 20 0 0 15 0 0 16 -1 0 0 19 0 8 0 15 1 0 -1 14 0 0 0 13 0 0 0 0 11 15 -1 14 0 0 1 20 6 0 9 0 15 9 16 8 0 13 0 0 0 0 1 0 2 14 0 0 1 2 3 0 0 0 0 0 0 0 8 0 0 
20 2 0 0 4 0 0 15 0 14 0 16 0 -1 0 -1 10 7 0 18 0 7 0 0 0 5 7 6 0 0 7 3 0 0 14 0 4 0 0 11 0 0 0 0 0 0 17 10 3 8 17 0 17 0 0 0 2 7 17 -1 0 0 0 0 0 2 0 0 0 0 0 0 0 19 3 3 15 0 7 14 17 0 0 -1 0 0 16 0 17 9 0 4 3 0 4 0 9 14 6 0 0 0 0 20 0 0 0 8 0 16 0 6 15 6 0 16 13 -1 0 6 0 4 0 -1 5 0 15 0 0 13 0 0 0 0 0 19 10 0 0 0 0 1 0 13 2 7 2 10 0 11 0 0 15 4 4 15 0 0 20 0 
10 0 0 5 0 0 12 0 0 6 0 15 0 3 0 4 12 18 15 0 13 13 0 19 0 0 2 10 12 0 0 6 13 20 5 0 6 19 -1 16 0 8 0 10 0 0 0 0 6 20 12 11 0 18 0 8 11 0 12 17 0 0 19 0 17 0 0 0 3 0 15 0 0 0 0 0 0 5 17 0 2 0 0 18 6 6 0 9 12 0 17 10 4 7 0 0 3 0 0 0 19 6 5 0 0 -1 0 0 0 6 16 8 5 18 11 0 0 19 0 0 3 17 0 -1 12 0 13 7 6 14 6 0 2 0 6 17 16 6 0 1 10 0 13 0 4 0 2 0 16 0 0 10 -1 8 0 0 18 6 0 12 
11 3 0 9 0 0 -1 0 6 1 0 0 0 0 0 20 0 0 0 2 0 9 0 1 0 0 0 0 18 11 0 3 0 0 -1 0 13 0 0 0 2 2 7 8 8 10 4 6 0 12 0 11 0 0 4 0 0 0 0 6 0 0 0 4 2 0 6 13 -1 0 0 11 2 1 13 2 0 0 0 2 0 5 15 0 0 0 0 0 0 17 0 0 19 0 0 2 7 0 1 0 14 0 3 0 0 0 0 2 13 0 0 2 5 6 -1 4 0 14 5 4 0 0 0 12 1 0 0 0 4 0 0 0 0 0 5 0 0 0 0 5 17 -1 0 11 0 3 0 0 14 10 0 0 15 2 0 18 13 0 10 0 
0 20 0 0 0 0 12 -1 4 10 16 0 0 0 0 0 12 0 7 0 0 0 0 4 15 8 10 -1 0 20 0 0 0 6 -1 0 0 0 0 13 16 0 3 9 8 0 0 0 0 0 3 12 8 0 0 0 12 13 9 0 19 0 8 0 0 8 0 0 13 19 0 0 5 0 17 -1 0 0 19 4 0 3 0 19 0 17 -1 0 5 2 17 11 0 5 0 0 0 0 0 0 0 0 11 0 6 5 0 0 16 0 0 0 0 5 16 0 0 9 14 15 16 7 12 0 0 0 0 0 0 1 2 7 0 0 2 18 6 0 0 13 0 0 16 9 0 0 7 -1 0 -1 0 18 0 0 15 8 0 0 1 0 
20 0 5 0 0 18 0 9 9 0 0 0 0 14 0 0 11 0 0 16 0 17 0 0 0 0 5 12 10 0 0 7 0 7 5 0 14 12 0 0 18 0 16 0 0 4 0 0 0 0 15 -1 0 14 15 0 0 0 0 9 0 8 13 0 0 19 0 16 7 8 0 6 9 0 18 0 19 11 0 3 15 16 0 0 0 0 0 2 0 19 1 14 3 3 0 0 17 19 0 5 2 0 0 0 0 14 0 0 0 4 0 0 0 -1 0 12 8 2 0 20 0 0 0 0 0 0 0 10 20 0 17 11 3 0 0 12 15 13 0 0 15 0 0 0 7 11 0 0 0 0 3 0 2 10 0 6 0 0 0 8 
0 0 0 0 0 2 11 0 7 2 0 1 14 7 0 0 2 1 0 2 16 12 1 0 9 7 0 0 0 19 15 0 0 7 1 3 2 6 15 5 0 0 0 4 0 17 6 0 4 3 0 0 20 1 11 0 8 0 0 0 0 0 2 0 3 0 14 0 12 9 0 11 11 0 14 0 9 0 0 16 1 8 0 11 17 7 4 0 20 0 8 2 18 0 0 3 0 0 0 0 5 0 0 0 0 13 0 0 0 13 6 0 18 0 3 13 -1 -1 0 0 0 0 0 0 4 16 0 0 0 5 0 0 0 0 0 11 0 -1 10 1 1 0 0 0 11 13 0 5 17 16 -1 -1 0 0 7 18 8 20 0 12 
12 0 0 0 0 16 0 3 9 13 7 0 6 0 0 0 0 18 14 0 0 0 6 0 18 -1 5 0 0 0 10 0 6 16 19 0 12 0 18 0 3 0 11 12 7 19 0 0 0 2 0 0 0 0 8 2 11 0 0 0 0 0 1 13 0 0 0 0 0 16 14 5 0 12 6 10 0 19 9 17 3 0 18 0 0 0 0 0 5 0 0 0 0 0 16 0 0 9 19 17 0 1 0 0 7 0 0 0 8 0 0 0 3 2 0 4 0 0 0 10 3 0 18 0 0 0 0 0 15 18 0 0 7 0 16 0 0 7 2 0 0 -1 14 2 12 0 15 0 8 12 0 1 0 0 0 0 3 1 4 15 
19 0 0 0 14 7 0 0 15 8 0 0 0 0 0 11 1 -1 11 11 13 0 -1 9 0 8 0 10 0 15 20 0 9 0 7 0 0 0 0 0 1 0 12 0 0 0 15 3 0 16 8 20 19 6 -1 -1 0 0 0 7 12 0 0 6 3 13 1 0 -1 10 0 0 16 0 2 10 10 2 0 17 11 -1 0 1 0 17 13 0 8 0 0 10 0 18 0 0 4 6 0 0 0 0 11 0 0 17 0 0 0 2 0 18 0 18 0 0 10 16 9 3 0 12 0 0 0 12 0 18 18 0 20 6 8 0 13 8 0 6 14 0 0 7 -1 0 5 4 9 8 0 12 14 0 20 0 11 0 17 0 20 0 
19 18 6 18 0 0 0 15 17 0 0 15 17 0 0 0 0 0 0 4 19 0 -1 0 9 0 0 0 16 0 0 0 16 6 11 1 15 0 10 0 0 14 19 20 0 0 5 0 14 2 0 0 4 0 0 0 11 -1 0 0 6 0 1 0 7 12 0 0 0 0 20 0 0 0 0 4 -1 0 0 4 0 0 0 16 0 20 14 7 19 8 4 4 0 14 13 20 16 18 0 0 18 20 11 17 0 11 9 0 0 5 1 0 20 0 0 6 6 0 0 0 0 10 9 8 0 10 5 19 3 0 10 18 0 14 0 20 11 -1 14 1 18 11 0 18 8 -1 0 13 0 0 19 16 0 10 0 17 12 17 14 1 
0 14 20 0 5 0 -1 20 2 0 0 13 0 0 0 9 0 13 0 0 0 0 5 0 0 2 6 0 0 0 15 0 4 0 2 11 0 0 0 0 10 0 1 0 6 10 5 0 0 8 0 0 10 6 0 0 0 6 2 2 0 0 19 0 8 15 0 0 0 0 0 0 0 13 0 0 9 0 0 0 14 0 0 0 -1 19 15 13 9 9 0 0 13 0 0 15 0 0 0 6 0 0 8 8 0 0 0 0 0 0 3 0 0 19 0 0 0 8 9 0 15 3 0 17 19 1 20 0 0 0 0 0 0 0 0 14 0 0 3 7 20 0 4 0 0 6 19 0 3 0 7 0 0 17 0 0 0 0 0 6 
0 1 12 0 0 14 19 13 0 0 5 17 0 -1 5 0 13 0 8 15 0 0 8 0 0 16 0 15 0 0 0 3 13 19 0 6 11 0 13 0 20 15 1 10 14 0 0 0 17 5 0 0 4 0 7 14 8 0 5 7 0 17 0 17 0 0 20 0 7 -1 3 16 18 0 0 12 9 7 0 19 0 0 10 0 0 0 16 0 14 14 0 11 0 2 0 20 0 -1 0 0 11 0 0 10 7 3 0 12 0 0 6 2 2 0 8 5 0 0 18 0 0 0 12 17 0 0 1 0 0 0 0 14 0 12 14 0 0 0 7 12 0 20 7 0 0 0 0 7 3 0 0 0 0 2 4 2 0 16 10 0 
3 0 14 10 0 10 0 13 5 0 0 0 0 6 7 0 0 6 5 8 0 0 0 14 1 16 0 0 2 0 0 0 0 0 0 14 14 0 14 0 0 0 5 1 16 0 1 0 0 0 0 6 19 9 16 0 5 0 0 0 1 0 0 20 4 20 -1 13 17 0 8 16 0 2 0 0 0 0 0 0 0 9 0 0 12 15 7 0 0 0 0 14 0 9 19 3 14 0 6 7 0 0 0 -1 0 0 15 5 20 13 2 0 10 1 0 0 2 5 5 0 0 18 17 0 18 0 0 19 0 0 0 15 4 0 4 3 0 0 0 0 0 -1 0 0 0 0 0 0 0 14 0 8 0 19 0 20 18 0 0 0 
17 0 16 14 10 0 8 0 0 0 0 0 0 19 13 18 19 0 0 0 0 15 0 15 0 18 0 8 0 0 0 0 0 0 18 11 0 10 9 12 13 0 20 2 7 0 18 18 0 11 3 0 2 7 16 6 15 2 0 0 0 19 0 0 9 2 8 0 0 0 0 6 0 9 0 0 1 2 19 18 0 10 7 0 0 13 0 0 7 11 19 0 0 0 0 0 0 0 17 0 0 16 0 0 19 0 2 6 0 13 -1 0 13 3 3 6 0 0 19 7 0 20 0 0 0 17 2 0 0 0 0 0 0 0 0 0 0 4 2 0 10 15 0 0 0 0 0 0 0 1 0 15 8 0 7 2 0 0 6 17 
18 17 9 11 0 0 15 11 15 18 14 0 0 3 2 6 15 0 3 13 0 12 0 1 0 0 6 0 7 0 3 6 11 17 0 11 18 0 7 13 20 0 0 13 8 0 3 14 0 1 0 10 11 -1 18 0 0 10 10 0 0 0 0 0 0 0 0 0 0 0 9 0 2 0 8 0 20 17 9 18 0 17 0 0 15 0 10 18 -1 20 0 7 6 0 6 0 0 0 0 0 6 0 0 2 -1 11 5 12 0 13 11 1 14 0 0 3 0 0 0 0 0 14 2 1 0 8 14 10 10 0 18 11 5 0 14 7 0 19 0 0 9 12 17 18 15 0 11 14 8 5 0 0 0 13 0 20 11 0 16 0 
0 4 0 4 0 15 7 0 6 6 0 12 0 19 20 9 16 0 8 0 20 15 12 0 0 6 0 14 0 0 0 7 0 16 15 0 0 20 4 0 0 6 0 3 19 0 0 2 13 0 0 0 8 0 16 15 0 16 0 19 19 17 0 20 11 5 0 17 10 0 18 0 17 19 20 0 9 0 11 0 15 4 0 10 10 8 -1 0 1 0 0 6 0 11 5 0 18 6 0 17 0 0 0 14 0 2 0 0 5 0 0 4 19 17 11 0 0 0 16 0 -1 9 0 0 0 16 0 6 0 18 0 18 12 15 0 0 0 15 13 0 0 -1 0 1 0 1 0 3 0 9 7 1 1 0 0 11 0 0 0 0 
0 0 16 0 0 20 3 0 18 0 2 0 0 0 0 0 0 0 0 18 0 0 0 0 0 15 0 0 0 10 0 9 -1 0 0 0 -1 -1 0 15 11 0 0 0 10 0 13 1 0 0 9 0 12 14 14 4 0 7 19 1 7 0 0 0 0 1 0 0 0 18 3 0 0 3 0 0 0 0 13 0 16 15 5 10 5 4 0 0 0 14 0 9 3 6 17 7 4 0 0 0 17 10 0 -1 0 0 0 0 0 9 0 5 4 14 0 0 15 1 0 0 0 0 0 0 16 0 0 0 15 15 15 3 0 0 17 0 0 0 0 4 13 0 -1 15 0 0 0 14 14 0 2 20 6 0 0 0 8 5 5 0 
0 3 12 17 0 11 0 4 3 0 -1 11 1 0 0 0 0 8 12 13 0 4 0 6 0 0 0 8 0 0 5 13 0 7 8 0 0 0 16 8 17 0 16 0 0 0 0 11 0 0 0 0 0 6 0 0 0 0 0 0 0 2 0 18 3 15 0 0 11 11 11 20 0 8 10 0 5 19 0 10 0 0 13 16 12 18 0 0 18 0 4 0 0 0 0 0 0 10 0 6 0 19 0 17 7 0 0 0 0 10 0 4 0 15 9 0 0 0 3 0 10 0 0 13 2 -1 16 16 0 0 0 0 0 0 17 0 5 20 0 0 0 6 0 6 14 0 0 0 19 15 9 0 0 16 15 0 17 0 0 19 
0 1 0 0 7 2 0 0 0 12 0 14 13 0 9 19 -1 0 6 8 0 0 0 1 0 7 6 0 0 0 18 17 0 3 0 0 0 20 1 1 1 17 0 0 1 0 0 12 7 0 0 7 0 0 18 11 0 0 0 0 0 0 2 9 18 8 0 4 0 9 -1 0 10 0 3 0 0 7 0 12 13 0 11 0 0 0 0 0 0 0 -1 0 19 0 12 4 0 11 13 0 0 4 0 12 0 0 2 8 0 0 2 0 0 2 0 0 0 15 0 17 0 0 0 6 15 0 0 0 0 0 12 5 17 0 19 14 0 12 0 -1 0 0 1 0 6 0 10 11 0 0 0 0 0 0 1 0 0 0 19 7 
6 0 6 0 1 0 19 0 0 13 3 15 0 0 0 0 0 0 0 0 -1 7 0 14 18 13 11 -1 -1 0 0 7 10 0 0 6 4 17 2 15 0 0 20 0 11 3 0 19 15 0 0 14 2 0 0 0 14 0 0 0 10 0 0 0 0 0 20 0 0 1 0 0 0 0 0 1 13 0 9 1 1 6 10 8 10 0 0 4 7 15 0 10 0 11 0 0 0 0 0 5 7 10 1 0 0 3 0 20 0 16 0 0 0 0 19 0 0 17 5 0 18 20 9 0 9 0 0 20 8 0 0 0 -1 0 0 15 0 0 0 8 0 8 0 10 0 0 0 4 0 7 -1 3 15 0 0 0 12 0 0 8 
18 0 4 20 6 0 -1 0 0 5 8 20 0 15 0 10 11 20 0 13 3 0 0 18 1 0 8 0 0 0 11 0 0 14 0 19 0 10 0 6 0 0 0 0 0 0 0 18 0 0 5 0 7 7 1 14 0 15 4 0 0 0 14 0 0 1 4 0 0 18 0 0 0 0 0 2 0 2 0 1 0 7 10 14 4 0 15 0 0 20 0 0 12 0 18 0 17 19 16 0 8 0 5 0 0 0 3 0 15 13 16 1 20 0 0 0 0 0 0 0 12 10 0 8 0 1 0 0 0 0 0 5 16 16 11 7 0 9 4 0 0 0 0 0 13 11 0 0 0 0 12 0 7 0 17 0 0 0 0 5 
3 0 11 12 15 15 0 0 0 0 13 0 16 18 0 19 12 18 -1 0 0 7 9 17 0 10 20 7 4 20 20 0 19 0 0 0 18 0 0 0 0 0 6 18 14 11 9 0 11 0 0 3 4 0 16 15 19 0 0 -1 0 0 19 19 9 10 0 0 16 0 0 0 0 0 0 0 12 0 16 1 0 13 0 0 0 0 0 18 0 0 0 13 20 3 0 0 2 12 0 10 0 0 17 0 5 0 7 0 0 0 13 0 5 0 7 -1 0 0 0 0 17 0 0 0 0 7 0 0 0 0 8 19 9 13 0 0 0 17 2 4 0 10 19 0 19 0 17 2 0 -1 19 0 0 4 12 0 0 0 -1 0 
-1 14 3 20 0 0 16 -1 3 7 0 17 8 0 -1 0 12 12 15 20 7 5 0 18 13 8 1 19 -1 16 3 0 0 0 17 0 0 0 15 0 0 -1 18 0 0 0 17 3 0 0 14 1 0 6 0 1 0 0 0 0 0 0 0 1 19 17 0 7 0 0 7 0 7 0 19 0 0 0 10 0 0 0 0 0 16 13 0 2 -1 0 18 0 0 17 16 11 0 5 0 0 10 14 11 4 0 0 0 0 16 0 0 0 2 0 0 0 18 2 0 0 0 0 1 0 0 0 0 0 0 2 13 19 20 0 13 0 0 11 19 18 15 4 6 12 0 0 8 20 0 0 0 0 12 0 1 0 0 0 4 0 
0 20 15 14 10 0 0 17 0 0 0 9 -1 17 0 5 3 0 0 10 0 0 12 0 20 0 0 5 0 0 14 4 0 12 -1 8 17 0 0 0 -1 0 2 0 0 0 0 0 15 14 4 0 0 0 0 0 0 18 7 0 0 0 0 20 0 16 3 17 18 0 4 8 0 0 0 15 0 -1 0 0 0 2 0 0 0 0 10 0 0 16 0 1 0 0 0 15 8 16 18 10 17 4 0 9 4 0 0 7 20 0 15 0 0 0 2 0 0 0 17 0 8 15 9 0 17 19 0 0 7 7 0 0 0 16 0 7 0 0 0 0 8 0 0 0 8 0 0 0 7 20 0 0 17 -1 0 0 12 11 18 11 
